Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,77.31,15.79,36.8,35.3,34.9,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
15.02,77.95,15.79,36.8,35.3,34.9,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
30.02,77.98,15.71,36.8,35.3,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
45.02,77.99,15.71,36.8,35.3,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
60.02,77.98,15.71,36.8,35.3,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
75.02,77.97,15.71,36.8,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
90.02,77.96,15.71,36.8,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
105.02,77.94,15.71,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
120.02,77.91,15.71,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
135.02,77.92,15.71,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
150.02,77.89,15.71,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
165.02,77.88,15.71,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
180.02,77.88,15.71,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
195.02,77.87,15.71,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
210.02,77.87,15.79,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
225.02,77.99,15.79,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
240.02,78.26,15.79,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
255.02,78.46,15.79,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
270.02,78.57,15.79,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
285.02,78.65,15.79,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
300.02,78.7,15.79,36.8,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
315.02,78.73,15.79,36.7,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
330.02,78.76,15.79,36.7,35.4,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
345.02,78.8,15.79,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
360.02,78.92,15.79,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
375.02,79.08,15.71,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
390.02,79.38,15.63,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
405.02,79.39,15.63,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
420.02,79.39,15.54,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,1.0,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
435.02,79.38,15.54,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,0.9818181818181814,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
450.02,79.4,15.54,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,0.9818181818181814,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
465.02,79.42,15.46,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,0.9818181818181814,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
480.02,79.42,15.46,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,0.9818181818181814,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
495.02,79.39,15.54,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,0.9818181818181814,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
510.02,79.42,15.54,36.7,35.4,35.0,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,0.9818181818181814,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
525.02,79.48,15.54,36.7,35.4,34.9,35.0,35.0,35.2,35.2,34.4,0.0,0.0,0.0,0.9803921568627446,0.0,0.9818181818181814,absent,absent,normal,normal,normal,normal,normal,normal,open,TRUE
