Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,54.0,18.52,36.9,34.3,33.9,33.9,33.9,34.1,34.1,34.4,0.0,0.0,0.0,0.9268292682926828,0.0,0.9130434782608696,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
15.02,54.19,18.52,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,20.0,0.004,0.0,0.9268292682926828,0.0,0.9130434782608696,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
30.02,54.13,18.52,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,30.0,0.006,0.0,0.951219512195122,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
45.02,54.15,18.63,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,40.0,0.008,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
60.02,54.23,18.63,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,50.0,0.01,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
75.02,54.33,18.63,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,60.0,0.012,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
90.02,54.44,18.63,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,70.0,0.014,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
105.02,54.53,18.63,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,80.0,0.016,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
120.02,54.72,18.63,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,89.99999999999955,0.0179999999999999,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
135.02,54.88,18.75,36.9,34.3,33.9,33.9,33.9,34.2,34.2,34.4,100.00000000000044,0.02,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
150.02,55.99,18.75,36.9,34.4,33.9,34.0,34.0,34.2,34.2,34.4,110.0,0.022,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
165.02,55.06,18.75,36.9,34.4,33.9,34.0,34.0,34.2,34.2,34.4,110.0,0.022,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
180.02,55.16,18.75,36.9,34.4,33.9,34.0,34.0,34.2,34.2,34.4,120.0,0.024,0.0,0.975609756097561,0.0,0.9565217391304348,absent,absent,normal,normal,normal,wound,normal,abnormal,open,TRUE
