Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,73.53,15.79,36.4,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
15.02,79.19,15.96,36.4,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
30.02,79.29,16.04,36.4,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
45.02,79.38,16.13,36.4,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
60.02,79.43,16.04,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
75.02,79.45,16.04,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
90.02,79.43,15.96,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
105.02,79.4,15.96,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
120.02,79.36,15.87,36.4,33.8,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
135.02,79.3,15.79,36.4,33.8,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
150.02,79.22,15.79,36.4,33.8,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
165.02,79.15,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
180.02,79.1,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
195.02,79.07,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
210.02,79.05,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
225.02,79.05,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
240.02,79.04,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
255.02,79.03,15.71,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
270.02,78.99,15.71,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
285.02,78.99,15.71,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
300.02,78.7,15.71,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
315.02,78.57,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
330.02,78.5,15.79,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
345.02,78.45,15.87,36.3,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
360.02,78.42,15.87,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
375.02,78.41,15.96,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
390.02,78.43,15.96,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
405.02,78.44,15.96,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
420.02,78.45,15.96,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
435.02,78.44,15.87,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
450.02,78.43,15.87,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
465.02,78.39,15.87,36.2,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
480.02,78.34,15.79,36.2,33.9,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
495.02,78.26,15.79,36.2,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
510.02,78.21,15.79,36.2,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
525.02,78.14,15.87,36.2,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
540.02,78.09,15.87,36.2,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.882352941,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
555.02,78.04,15.87,36.1,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
570.02,77.99,15.96,36.1,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.869565217,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
585.02,77.96,15.96,36.1,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
600.02,77.92,15.96,36.1,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
615.02,77.87,16.04,36.1,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
630.02,77.81,16.04,36.1,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
645.02,77.76,16.04,36.1,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
660.02,77.69,16.13,36.1,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
675.02,77.64,16.13,36.1,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
690.02,77.6,16.22,36.1,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
705.02,77.6,16.22,36.1,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
720.02,77.62,16.22,36.1,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.913043478,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
735.02,77.63,16.22,36.1,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
750.02,77.63,16.13,36.1,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
765.02,77.63,16.13,36.1,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
780.02,77.62,16.13,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
795.02,77.59,16.04,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
810.02,77.55,16.04,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
825.02,77.49,16.04,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
840.02,77.43,16.04,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
855.02,77.37,16.04,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
870.02,77.32,16.04,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
885.02,77.27,16.04,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
900.02,77.2,16.13,36.0,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0.0,0.891304348,0.0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open,TRUE
