Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,0,0,36.9,34.4,33.9,33.9,33.9,34.3,34.3,34.4,0,0.0,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
15.02,0,0,36.9,34.4,33.9,34.0,34.0,34.3,34.3,34.4,10,0.002,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
30.02,0,0,36.9,34.4,34.0,34.0,34.0,34.3,34.3,34.4,20,0.004,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
45.02,0,0,36.9,34.4,34.0,34.0,34.0,34.3,34.3,34.4,20,0.004,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
60.02,0,0,36.9,34.4,34.0,34.0,34.0,34.3,34.3,34.4,30,0.006,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
75.02,0,0,36.9,34.4,34.0,34.0,34.0,34.3,34.3,34.4,40,0.008,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
90.02,0,0,36.9,34.5,34.0,34.0,34.0,34.4,34.4,34.4,40,0.008,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
105.02,0,0,36.9,34.5,34.0,34.1,34.1,34.4,34.4,34.4,50,0.01,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
120.02,0,0,36.9,34.5,34.0,34.1,34.1,34.4,34.4,34.4,50,0.01,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
135.02,0,0,36.9,34.5,34.0,34.1,34.1,34.4,34.4,34.4,60,0.012,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
150.02,0,0,36.9,34.5,34.1,34.1,34.1,34.4,34.4,34.4,70,0.014,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
165.02,0,0,36.9,34.5,34.1,34.1,34.1,34.4,34.4,34.4,70,0.014,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
180.02,0,0,36.9,34.5,34.1,34.1,34.1,34.4,34.4,34.4,80,0.016,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
195.02,0,0,36.9,34.5,34.1,34.1,34.1,34.4,34.4,34.4,90,0.018,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
210.02,0,0,36.9,34.5,34.1,34.1,34.1,34.4,34.4,34.4,90,0.018,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
225.02,0,0,36.8,34.5,34.1,34.1,34.1,34.4,34.4,34.4,100,0.02,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
240.02,0,0,36.8,34.5,34.1,34.1,34.1,34.4,34.4,34.4,100,0.02,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
255.02,0,0,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,110,0.022,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
270.02,0,0,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,110,0.022,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
285.02,0,0,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,120,0.024,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
300.02,0,0,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,130,0.026,0,0,0,0,absent,absent,normal,normal,normal,normal,absent,absent,nt,TRUE
