Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,55.83,15.71,36.7,34.2,33.6,33.7,33.7,34.0,34.0,34.4,0,0.0,0.0,0.47826087,0.0,0.471698113,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
15.02,60.0,15.79,36.7,34.2,33.6,33.7,33.7,34.0,34.0,34.4,0,0.0,0.0,0.467391304,0.047169811,0.471698113,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
30.02,68.24,15.54,36.7,34.2,33.6,33.6,33.6,34.0,34.0,34.4,0,0.0,0.0,0.456521739,0.20754717,0.462264151,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
45.02,72.01,15.15,36.7,34.2,33.6,33.6,33.6,34.0,34.0,34.4,0,0.0,0.0,0.456521739,0.29245283,0.462264151,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
60.02,73.64,15.15,36.7,34.1,33.6,33.6,33.6,33.9,33.9,34.4,0,0.0,0.0,0.47826087,0.330188679,0.481132075,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
75.02,73.86,15.63,36.7,34.1,33.5,33.5,33.5,33.9,33.9,34.4,0,0.0,0.0,0.5,0.367924528,0.5,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
90.02,74.12,16.3,36.7,34.1,33.5,33.5,33.5,33.8,33.8,34.4,0,0.0,0.0,0.52173913,0.396226415,0.528301887,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
105.02,74.49,17.05,36.7,34.1,33.4,33.4,33.4,33.8,33.8,34.4,0,0.0,0.0,0.565217391,0.433962264,0.575471698,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
120.02,75.01,17.75,36.7,34.0,33.4,33.4,33.4,33.7,33.7,34.4,0,0.0,0.0,0.597826087,0.471698113,0.594339623,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
135.02,69.0,18.63,36.7,34.0,33.3,33.4,33.4,33.7,33.7,34.4,0,0.0,0.0,0.630434783,0.490566038,0.632075472,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
150.02,69.59,19.23,36.7,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0.0,0.0,0.652173913,0.518867925,0.660377358,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
165.02,70.51,19.74,36.7,33.9,33.3,33.3,33.3,33.6,33.6,34.4,0,0.0,0.0,0.673913043,0.556603774,0.679245283,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
180.02,71.39,20.27,36.7,33.9,33.2,33.3,33.3,33.6,33.6,34.4,10,0.002,0.0,0.695652174,0.613207547,0.698113208,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
195.02,72.32,20.83,36.7,33.9,33.2,33.2,33.2,33.6,33.6,34.4,10,0.002,0.0,0.717391304,0.632075472,0.716981132,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
210.02,72.91,21.28,36.7,33.8,33.2,33.2,33.2,33.5,33.5,34.4,10,0.002,0.010869565,0.75,0.650943396,0.745283019,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
225.02,73.88,21.9,36.7,33.8,33.1,33.2,33.2,33.5,33.5,34.4,10,0.002,0.010869565,0.77173913,0.669811321,0.764150943,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
240.02,74.78,22.56,36.7,33.8,33.1,33.1,33.1,33.5,33.5,34.4,10,0.002,0.010869565,0.793478261,0.70754717,0.79245283,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
255.02,77.02,23.08,36.7,33.7,33.1,33.1,33.1,33.4,33.4,34.4,10,0.002,0.010869565,0.815217391,0.735849057,0.811320755,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
270.02,79.17,23.81,36.7,33.7,33.1,33.1,33.1,33.4,33.4,34.4,10,0.002,0.010869565,0.847826087,0.783018868,0.839622642,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
285.02,82.16,24.59,36.7,33.7,33.0,33.1,33.1,33.4,33.4,34.4,10,0.002,0.010869565,0.880434783,0.811320755,0.867924528,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
300.02,86.54,25.42,36.7,33.6,33.0,33.0,33.0,33.4,33.4,34.4,10,0.002,0.010869565,0.902173913,0.839622642,0.896226415,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
315.02,91.66,26.32,36.7,33.6,33.0,33.0,33.0,33.3,33.3,34.4,10,0.002,0.010869565,0.913043478,0.858490566,0.91509434,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
330.02,96.84,26.79,36.7,33.6,33.0,33.0,33.0,33.3,33.3,34.4,20,0.004,0.010869565,0.934782609,0.877358491,0.924528302,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
345.02,99.54,27.52,36.7,33.6,32.9,33.0,33.0,33.3,33.3,34.4,20,0.004,0.010869565,0.945652174,0.896226415,0.943396226,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
360.02,103.47,27.78,36.7,33.5,32.9,32.9,32.9,33.3,33.3,34.4,20,0.004,0.010869565,0.956521739,0.924528302,0.952830189,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
375.02,106.85,28.3,36.7,33.5,32.9,32.9,32.9,33.2,33.2,34.4,20,0.004,0.010869565,0.97826087,0.933962264,0.962264151,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
390.02,110.31,28.85,36.7,33.5,32.9,32.9,32.9,33.2,33.2,34.4,20,0.004,0.010869565,0.97826087,0.952830189,0.971698113,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
405.02,112.46,29.13,36.7,33.5,32.9,32.9,32.9,33.2,33.2,34.4,20,0.004,0.010869565,1.0,0.962264151,0.990566038,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
420.02,114.19,29.7,36.7,33.5,32.9,32.9,32.9,33.2,33.2,34.4,20,0.004,0.010869565,1.0,0.962264151,0.990566038,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
435.02,116.36,30.0,36.6,33.4,32.8,32.9,32.9,33.2,33.2,34.4,20,0.004,0.010869565,1.0,0.971698113,1.0,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
450.02,118.07,30.0,36.6,33.4,32.8,32.8,32.8,33.2,33.2,34.4,20,0.004,0.010869565,1.0,0.981132075,1.0,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
465.02,119.21,30.3,36.6,33.4,32.8,32.8,32.8,33.2,33.2,34.4,30,0.006,0.010869565,1.0,0.981132075,1.0,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
480.02,119.88,30.3,36.6,33.4,32.8,32.8,32.8,33.1,33.1,34.4,30,0.006,0.010869565,1.0,0.981132075,1.0,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
495.02,121.73,30.3,36.6,33.4,32.8,32.8,32.8,33.1,33.1,34.4,30,0.006,0.010869565,1.0,0.981132075,1.0,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
510.02,122.9,30.3,36.6,33.3,32.8,32.8,32.8,33.1,33.1,34.4,30,0.006,0.010869565,1.0,0.990566038,1.0,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
