Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,80.72,12.15,36.9,35.2,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0.0,1.0,0.0,1.0,34.4,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
15.02,80.91,17.65,36.9,37.5,62.8,76.0,76.0,40.8,40.8,74.3,0,0,0.0,0.967213115,0.0,0.970149254,74.3,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
30.02,82.14,17.54,37.0,39.6,57.4,60.5,60.5,44.0,44.0,44.8,0,0,0.0,0.950819672,0.0,0.970149254,44.8,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
45.02,82.56,17.14,37.0,40.3,46.6,47.3,47.3,44.1,44.1,43.2,0,0,0.0,0.93442623,0.0,0.955223881,43.2,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
60.02,82.65,16.57,37.0,40.6,43.3,43.5,43.5,43.7,43.7,42.4,0,0,0.0,0.93442623,0.0,0.940298507,42.4,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
75.02,82.68,16.13,37.1,40.7,41.9,42.0,42.0,42.8,42.8,41.8,0,0,0.0,0.918032787,0.0,0.925373134,41.8,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
90.02,82.67,15.79,37.1,40.7,41.2,41.3,41.3,41.9,41.9,41.3,0,0,0.0,0.901639344,0.0,0.910447761,41.3,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
105.02,82.63,15.46,37.1,40.6,40.7,40.7,40.7,41.2,41.2,40.9,0,0,0.0,0.885245902,0.0,0.895522388,40.9,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
120.02,82.55,15.31,37.2,40.5,40.2,40.3,40.3,40.6,40.6,40.5,0,0,0.0,0.885245902,0.0,0.895522388,40.5,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
135.02,82.5,15.08,37.2,40.3,39.9,40.0,40.0,40.2,40.2,40.2,0,0,0.0,0.868852459,0.0,0.880597015,40.2,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
150.02,82.4,15.0,37.2,40.1,39.6,39.7,39.7,39.8,39.8,39.9,0,0,0.0,0.868852459,0.0,0.880597015,39.9,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
165.02,82.28,14.93,37.2,39.9,39.4,39.5,39.5,39.5,39.5,39.6,0,0,0.0,0.868852459,0.0,0.880597015,39.6,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
180.02,82.2,14.93,37.2,39.7,39.2,39.3,39.3,39.2,39.2,39.4,0,0,0.0,0.868852459,0.0,0.880597015,39.4,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
195.02,82.2,14.93,37.3,39.6,39.0,39.1,39.1,39.0,39.0,39.2,0,0,0.0,0.868852459,0.0,0.880597015,39.2,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
