Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,77.55,15.71,36.9,35.0,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0,0.909090909,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
15.02,77.68,15.79,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0,0.909090909,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
30.02,77.65,15.79,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
45.02,77.55,15.79,36.8,35.1,34.7,34.8,34.8,35.0,35.0,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
60.02,77.46,15.79,36.8,35.1,34.7,34.8,34.8,35.1,35.1,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
75.02,77.39,15.79,36.8,35.1,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
90.02,77.33,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
105.02,77.29,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
120.02,77.26,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
135.02,77.23,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
150.02,77.18,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
165.02,77.15,15.79,36.8,35.2,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
180.02,77.13,15.79,36.8,35.2,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
