Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,65.83,16.76,36.9,34.9,34.5,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
15.02,66.67,16.67,36.9,34.9,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
30.02,66.89,16.67,36.9,34.9,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
45.02,66.83,16.67,36.9,34.9,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
60.02,66.78,16.57,36.9,34.9,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
75.02,66.73,16.57,36.9,34.9,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
90.02,66.69,16.57,36.9,35.0,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
105.02,66.67,16.57,36.9,35.0,34.6,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
120.02,66.65,16.57,36.9,35.0,34.6,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
135.02,66.39,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
150.02,66.39,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
165.02,66.38,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
180.02,66.36,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
195.02,66.36,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
210.02,66.36,16.57,36.9,35.1,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
225.02,66.35,16.57,36.9,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
240.02,66.35,16.57,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
255.02,66.34,16.57,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
270.02,66.33,16.57,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
285.02,66.33,16.57,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
300.02,66.33,16.67,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
315.02,66.34,16.67,36.8,35.1,34.7,34.8,34.8,35.0,35.0,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
330.02,66.34,16.67,36.8,35.1,34.7,34.8,34.8,35.0,35.0,34.4,0,0,0.0,0.977777778,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open,TRUE
