Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,54.0,18.4,36.9,34.6,34.3,34.3,34.3,34.5,34.5,34.4,0,0.0,0.0,0.391304348,0.0,0.392307692,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
15.02,57.41,18.29,36.9,34.6,34.3,34.3,34.3,34.5,34.5,34.4,0,0.0,0.008695652,0.391304348,0.176923077,0.392307692,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
30.02,65.48,18.07,36.9,34.6,34.3,34.3,34.3,34.5,34.5,34.4,0,0.0,0.008695652,0.373913043,0.276923077,0.392307692,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
45.02,70.02,17.75,36.9,34.6,34.3,34.3,34.3,34.5,34.5,34.4,0,0.0,0.008695652,0.391304348,0.323076923,0.392307692,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
60.02,70.51,17.86,36.9,34.6,34.2,34.3,34.3,34.5,34.5,34.4,10,0.002,0.008695652,0.426086957,0.353846154,0.430769231,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
75.02,69.91,18.52,36.9,34.6,34.2,34.2,34.2,34.5,34.5,34.4,10,0.002,0.008695652,0.443478261,0.376923077,0.453846154,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
90.02,69.46,19.48,36.9,34.6,34.2,34.2,34.2,34.4,34.4,34.4,10,0.002,0.008695652,0.486956522,0.407692308,0.492307692,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
105.02,69.13,20.55,36.9,34.6,34.2,34.2,34.2,34.4,34.4,34.4,10,0.002,0.008695652,0.530434783,0.438461538,0.546153846,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
120.02,69.5,21.58,36.9,34.5,34.1,34.1,34.1,34.4,34.4,34.4,10,0.002,0.008695652,0.565217391,0.476923077,0.576923077,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
135.02,70.02,22.73,36.9,34.5,34.1,34.1,34.1,34.3,34.3,34.4,10,0.002,0.008695652,0.608695652,0.515384615,0.615384615,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
150.02,71.21,23.62,36.9,34.5,34.1,34.1,34.1,34.3,34.3,34.4,10,0.002,0.008695652,0.634782609,0.546153846,0.646153846,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
165.02,71.74,24.79,36.9,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.008695652,0.669565217,0.576923077,0.676923077,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
180.02,73.0,25.42,36.9,34.4,34.0,34.0,34.0,34.2,34.2,34.4,10,0.002,0.008695652,0.695652174,0.607692308,0.707692308,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
195.02,73.68,26.09,36.9,34.4,34.0,34.0,34.0,34.2,34.2,34.4,10,0.002,0.008695652,0.72173913,0.653846154,0.723076923,absent,present,normal,normal,normal,normal,absent,absent,open,TRUE
