Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,62.1,17.44,37.0,35.3,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0.0,1.0,0.0,1.0,34.4,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
15.02,62.25,22.39,37.0,37.0,50.8,73.1,48.7,39.2,39.2,70.5,0,0,0.0,0.982758621,0.0,0.969230769,70.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
30.02,62.49,22.22,37.0,38.3,46.9,49.1,47.8,40.9,40.9,41.0,0,0,0.0,0.982758621,0.0,0.969230769,41.0,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
45.02,62.85,22.06,37.0,38.8,41.5,41.8,41.8,40.9,40.9,40.2,0,0,0.0,0.965517241,0.0,0.953846154,40.2,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
60.02,63.17,21.74,37.0,39.0,40.3,40.4,40.3,40.6,40.6,39.9,0,0,0.0,0.948275862,0.0,0.938461538,39.9,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
75.02,63.17,21.43,37.0,39.1,39.8,39.9,39.8,40.2,40.2,39.7,0,0,0.0,0.931034483,0.0,0.938461538,39.7,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
90.02,63.15,21.28,37.0,39.2,39.5,39.7,39.5,39.8,39.8,39.5,0,0,0.0,0.931034483,0.0,0.907692308,39.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
105.02,63.08,20.98,37.0,39.2,39.3,39.5,39.3,39.5,39.5,39.3,0,0,0.0,0.913793103,0.0,0.907692308,39.3,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
120.02,63.0,20.83,37.1,39.2,39.1,39.3,39.1,39.3,39.3,39.2,0,0,0.0,0.913793103,0.0,0.907692308,39.2,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
135.02,62.95,20.69,37.1,39.1,39.0,39.1,39.0,39.1,39.1,39.1,0,0,0.0,0.913793103,0.0,0.907692308,39.1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open,TRUE
