Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,57.65,16.22,37.0,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0.0,0.0,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
15.02,57.88,16.22,37.0,35.0,34.8,34.8,34.8,34.9,34.9,34.4,0.0,0.0,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
30.02,58.01,16.22,37.0,35.0,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
45.02,58.02,16.13,37.0,35.0,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
60.02,58.02,16.22,37.0,35.0,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
75.02,58.04,16.22,36.9,35.1,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
90.02,58.05,16.22,36.9,35.1,34.8,34.8,34.8,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
105.02,58.07,16.22,36.9,35.1,34.8,34.9,34.9,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
120.02,58.11,16.22,36.9,35.1,34.9,34.9,34.9,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
135.02,58.12,16.22,36.9,35.1,34.9,34.9,34.9,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
150.02,58.15,16.22,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
165.02,58.16,16.22,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
180.02,58.17,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
195.02,58.19,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
210.02,58.21,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
225.02,58.21,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
240.02,58.23,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
255.02,58.22,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
270.02,58.24,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
285.02,58.24,16.3,36.9,35.2,34.9,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
300.02,58.27,16.3,36.9,35.2,34.9,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
315.02,58.29,16.22,36.9,35.2,35.0,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
330.02,58.31,16.22,36.9,35.2,35.0,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
345.02,58.31,16.22,36.9,35.2,35.0,35.0,35.0,35.1,35.1,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
360.02,58.33,16.22,36.9,35.2,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
375.02,58.33,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
390.02,58.36,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
405.02,58.39,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
420.02,58.41,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
435.02,58.42,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,60.0,0.012,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
450.02,58.43,16.22,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,60.0,0.012,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
465.02,58.42,16.22,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,60.0,0.012,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
480.02,58.42,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,60.0,0.012,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
495.02,58.43,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,60.0,0.012,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
510.02,58.43,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,60.0,0.012,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
525.02,58.46,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,60.0,0.012,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
540.02,58.47,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
555.02,58.48,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
570.02,58.52,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
585.02,58.52,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
600.02,58.53,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
615.02,58.56,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
630.02,58.56,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
645.02,58.56,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,70.0,0.014,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
660.02,58.58,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
675.02,58.56,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
690.02,58.58,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
705.02,58.59,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
720.02,58.6,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
735.02,58.62,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
750.02,58.66,16.22,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
765.02,58.66,16.22,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
780.02,58.71,16.22,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
795.02,58.73,16.22,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,80.0,0.016,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
810.02,58.76,16.13,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
825.02,58.81,16.13,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
840.02,58.7,16.13,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
855.02,58.77,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9821428571428568,0.0,0.9838709677419352,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
870.02,58.98,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9821428571428568,0.0,0.9838709677419352,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
885.02,59.07,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.9838709677419352,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
900.02,59.1,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
915.02,59.11,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
930.02,59.11,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
945.02,59.12,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
960.02,59.11,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
975.02,59.07,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
990.02,59.06,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,90.0,0.018,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1005.02,59.05,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1020.02,59.05,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1035.02,59.03,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1050.02,59.04,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1065.02,59.04,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1080.02,59.02,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1095.02,59.02,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1110.02,59.04,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1125.02,59.04,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1140.02,59.06,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1155.02,59.09,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1170.02,59.13,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1185.02,59.13,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1200.02,59.18,16.04,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1215.02,59.22,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1230.02,59.21,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1245.02,59.23,15.96,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9642857142857136,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1260.02,59.26,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1275.02,59.26,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1290.02,59.24,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1305.02,59.24,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1320.02,59.24,15.79,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1335.02,59.22,15.79,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1350.02,59.18,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1365.02,59.17,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
1380.02,59.17,15.87,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,100.0,0.02,0.0,0.9464285714285712,0.0,0.967741935483871,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
