Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,70.12,17.54,36.9,34.8,34.4,34.4,34.4,34.7,34.7,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
15.02,70.27,17.54,36.9,34.8,34.4,34.5,34.5,34.8,34.8,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
30.02,70.27,17.65,36.9,34.8,34.5,34.5,34.5,34.8,34.8,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
45.02,70.19,17.65,36.9,34.9,34.5,34.5,34.5,34.8,34.8,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
60.02,70.13,17.65,36.9,34.9,34.5,34.5,34.5,34.8,34.8,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
75.02,70.05,17.65,36.9,34.9,34.5,34.5,34.5,34.8,34.8,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
90.02,69.99,17.65,36.8,34.9,34.5,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
105.02,69.95,17.65,36.8,34.9,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
120.02,69.89,17.65,36.8,35.0,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
135.02,69.88,17.54,36.8,35.0,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
150.02,69.81,17.65,36.8,35.0,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,0.979166667,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
165.02,69.78,17.65,36.8,35.0,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,0.979166667,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
180.02,69.76,17.65,36.8,35.0,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,0.979166667,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
195.02,69.46,17.65,36.8,35.0,34.6,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.954545455,0.0,1.0,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
210.02,69.48,17.65,36.8,35.1,34.6,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.954545455,0.0,1.0,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
225.02,69.44,17.65,36.8,35.1,34.6,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.954545455,0.0,1.0,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
240.02,69.43,17.65,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.954545455,0.0,1.0,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
255.02,69.42,17.65,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.954545455,0.0,1.0,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
270.02,69.39,17.65,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.954545455,0.0,1.0,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
285.02,69.4,17.65,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,0.954545455,0.0,1.0,absent,absent,normal,normal,normal,normal,abnormal,absent,closed,TRUE
