Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,78.39,16.95,36.9,34.9,34.7,34.8,34.8,35.0,35.0,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
15.02,78.57,16.95,36.9,35.0,34.8,34.8,34.8,35.0,35.0,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
30.02,78.57,16.95,36.9,35.0,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
45.02,78.49,16.95,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
60.02,78.39,16.95,36.9,35.1,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
75.02,78.35,16.95,36.9,35.2,35.0,35.0,35.0,35.2,35.2,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
90.02,78.33,16.95,36.9,35.2,35.0,35.0,35.0,35.2,35.2,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
105.02,78.29,16.95,36.9,35.3,35.0,35.1,35.1,35.3,35.3,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
120.02,78.24,16.85,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
135.02,78.19,16.85,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
150.02,78.17,16.85,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
165.02,78.16,16.85,36.9,35.4,35.1,35.2,35.2,35.4,35.4,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
180.02,78.12,16.85,36.9,35.4,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
195.02,78.07,16.85,36.9,35.5,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
210.02,78.06,16.85,36.9,35.5,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
225.02,78.06,16.85,36.9,35.5,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
240.02,78.05,16.85,36.9,35.5,35.2,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
255.02,78.0,16.85,36.9,35.5,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
270.02,77.99,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
285.02,77.99,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
300.02,77.99,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
315.02,77.98,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
330.02,77.94,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
345.02,77.93,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
360.02,77.93,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
375.02,77.94,16.85,36.9,35.6,35.3,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
390.02,77.9,16.85,36.9,35.6,35.3,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
405.02,77.88,16.85,36.9,35.7,35.3,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
420.02,77.88,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
435.02,77.9,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
450.02,77.89,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
465.02,77.88,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
480.02,77.87,16.85,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
495.02,77.87,16.85,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
510.02,77.86,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
525.02,77.83,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
540.02,77.83,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
555.02,77.83,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
570.02,77.85,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
585.02,77.81,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
600.02,77.8,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
615.02,77.8,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
630.02,77.81,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
645.02,77.78,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
660.02,77.76,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
675.02,77.75,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
690.02,77.77,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
705.02,77.76,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
720.02,77.72,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
735.02,77.71,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
750.02,77.72,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
765.02,77.72,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
780.02,77.68,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
795.02,77.66,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
810.02,77.67,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
825.02,77.68,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
840.02,77.63,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
855.02,77.62,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
870.02,77.62,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
885.02,77.63,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
900.02,77.61,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
915.02,77.57,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
930.02,77.57,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
945.02,77.58,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
960.02,77.56,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
975.02,77.52,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
990.02,77.51,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1005.02,77.52,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1020.02,77.51,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1035.02,77.47,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1050.02,77.46,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1065.02,77.47,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1080.02,77.46,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1095.02,77.44,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1110.02,77.4,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1125.02,77.41,17.05,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1140.02,77.42,17.05,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1155.02,77.4,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1170.02,77.36,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1185.02,77.36,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1200.02,77.36,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1215.02,77.33,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1230.02,77.29,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1245.02,77.29,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1260.02,77.29,17.05,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1275.02,77.28,17.05,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1290.02,77.26,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1305.02,77.25,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1320.02,77.26,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,1.0,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1335.02,77.25,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1350.02,77.26,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
1365.02,77.29,16.95,36.8,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1.0,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open,TRUE
