Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,71.94,14.71,36.9,34.7,34.3,34.3,34.3,34.7,34.7,34.4,0,0.0,0.0,0.460674157,0.0,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
15.02,72.97,14.71,36.9,34.7,34.3,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.460674157,0.0,0.460784314,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
30.02,74.3,14.78,36.9,34.8,34.3,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.460674157,0.009803922,0.460784314,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
45.02,75.7,14.78,36.9,34.8,34.3,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.460674157,0.009803922,0.460784314,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
60.02,77.01,14.78,36.8,34.8,34.4,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.460674157,0.009803922,0.460784314,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
75.02,78.39,14.71,36.8,34.8,34.4,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.449438202,0.009803922,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
90.02,79.6,14.63,36.8,34.8,34.4,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.449438202,0.009803922,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
105.02,80.66,14.56,36.8,34.8,34.3,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.449438202,0.009803922,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
120.02,81.15,14.49,36.8,34.8,34.3,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.449438202,0.009803922,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
135.02,82.39,14.42,36.8,34.8,34.3,34.4,34.4,34.7,34.7,34.4,0,0.0,0.0,0.438202247,0.009803922,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
150.02,82.92,14.35,36.8,34.8,34.3,34.3,34.3,34.7,34.7,34.4,0,0.0,0.0,0.438202247,0.009803922,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
165.02,83.32,14.29,36.8,34.8,34.3,34.3,34.3,34.7,34.7,34.4,0,0.0,0.0,0.438202247,0.009803922,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
180.02,84.29,14.29,36.8,34.8,34.3,34.3,34.3,34.6,34.6,34.4,0,0.0,0.0,0.438202247,0.009803922,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
195.02,84.65,14.22,36.8,34.8,34.3,34.3,34.3,34.6,34.6,34.4,0,0.0,0.0,0.438202247,0.019607843,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
210.02,84.93,14.22,36.8,34.8,34.3,34.3,34.3,34.6,34.6,34.4,0,0.0,0.0,0.438202247,0.009803922,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
225.02,85.17,14.22,36.8,34.8,34.3,34.3,34.3,34.6,34.6,34.4,0,0.0,0.0,0.438202247,0.019607843,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
240.02,85.37,14.22,36.8,34.8,34.2,34.3,34.3,34.6,34.6,34.4,10,0.002,0.0,0.438202247,0.029411765,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
255.02,85.62,14.22,36.8,34.8,34.2,34.3,34.3,34.6,34.6,34.4,10,0.002,0.0,0.438202247,0.039215686,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
270.02,83.61,14.22,36.8,34.7,34.2,34.2,34.2,34.6,34.6,34.4,10,0.002,0.0,0.438202247,0.049019608,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
285.02,86.54,14.22,36.8,34.7,34.2,34.2,34.2,34.5,34.5,34.4,10,0.002,0.0,0.438202247,0.058823529,0.441176471,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
300.02,86.41,14.29,36.8,34.7,34.2,34.2,34.2,34.5,34.5,34.4,10,0.002,0.0,0.438202247,0.049019608,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
315.02,86.45,14.35,36.8,34.7,34.2,34.2,34.2,34.5,34.5,34.4,10,0.002,0.0,0.438202247,0.058823529,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
330.02,86.61,14.42,36.8,34.7,34.2,34.2,34.2,34.5,34.5,34.4,10,0.002,0.0,0.449438202,0.078431373,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
345.02,86.83,14.49,36.8,34.7,34.2,34.2,34.2,34.5,34.5,34.4,10,0.002,0.0,0.449438202,0.088235294,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
360.02,87.09,14.56,36.8,34.7,34.1,34.2,34.2,34.5,34.5,34.4,10,0.002,0.0,0.449438202,0.098039216,0.450980392,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
375.02,87.09,14.63,36.8,34.7,34.1,34.2,34.2,34.5,34.5,34.4,10,0.002,0.0,0.460674157,0.098039216,0.460784314,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
390.02,87.2,14.71,36.8,34.7,34.1,34.1,34.1,34.5,34.5,34.4,10,0.002,0.0,0.460674157,0.107843137,0.470588235,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
405.02,87.5,14.78,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,10,0.002,0.0,0.460674157,0.12745098,0.460784314,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
420.02,87.63,14.93,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,10,0.002,0.0,0.471910112,0.12745098,0.470588235,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
435.02,87.77,15.0,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,10,0.002,0.0,0.471910112,0.137254902,0.480392157,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
450.02,87.97,15.08,36.8,34.6,34.1,34.1,34.1,34.4,34.4,34.4,10,0.002,0.0,0.483146067,0.147058824,0.490196078,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
465.02,88.21,15.15,36.7,34.6,34.1,34.1,34.1,34.4,34.4,34.4,10,0.002,0.0,0.483146067,0.166666667,0.490196078,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
480.02,88.64,15.23,36.7,34.6,34.0,34.1,34.1,34.4,34.4,34.4,10,0.002,0.0,0.483146067,0.176470588,0.490196078,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
495.02,89.33,15.31,36.7,34.6,34.0,34.1,34.1,34.4,34.4,34.4,10,0.002,0.0,0.494382022,0.18627451,0.5,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
510.02,89.4,15.38,36.7,34.6,34.0,34.0,34.0,34.4,34.4,34.4,10,0.002,0.0,0.494382022,0.18627451,0.5,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
525.02,89.4,15.46,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.0,0.505617978,0.196078431,0.509803922,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
540.02,85.09,15.54,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.0,0.505617978,0.196078431,0.509803922,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
555.02,85.63,15.54,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.0,0.505617978,0.196078431,0.509803922,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
570.02,85.85,15.54,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.0,0.505617978,0.196078431,0.509803922,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
585.02,86.51,15.54,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.0,0.505617978,0.196078431,0.509803922,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
600.02,86.52,15.54,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.0,0.505617978,0.196078431,0.509803922,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
615.02,86.51,15.54,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,10,0.002,0.0,0.505617978,0.196078431,0.509803922,absent,present,normal,normal,normal,normal,absent,abnormal,open,TRUE
