Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular,GoldenWindow
0.02,70.43,17.65,36.7,34.7,34.1,34.2,34.2,34.5,34.5,34.4,0.0,0.0,0.0,1.0,0.0,1.0,34.4,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
15.02,70.85,19.48,36.7,34.9,37.4,36.7,41.9,35.0,35.0,65.0,0.0,0.0,0.0,1.0,0.0,1.0,65.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
30.02,70.99,19.48,36.7,35.2,37.3,37.0,39.5,35.6,35.6,36.0,0.0,0.0,0.0,1.0,0.0,1.0,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
45.02,71.08,19.35,36.7,35.3,36.1,36.3,36.5,35.7,35.7,35.6,0.0,0.0,0.0,0.9736842105263156,0.0,1.0,35.6,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
60.02,71.1,19.35,36.7,35.4,35.7,35.8,36.0,35.8,35.8,35.6,0.0,0.0,0.0,0.947368421052632,0.0,0.9761904761904768,35.6,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
75.02,71.11,19.23,36.7,35.5,35.6,35.6,35.9,35.8,35.8,35.7,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.7,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
90.02,71.09,19.11,36.7,35.6,35.6,35.6,36.0,35.8,35.8,35.7,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.7,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
105.02,71.05,19.11,36.7,35.6,35.7,35.7,36.0,35.8,35.8,35.7,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.7,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
120.02,71.03,18.99,36.7,35.7,35.7,35.7,36.0,35.8,35.8,35.8,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.8,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
135.02,71.0,18.99,36.7,35.7,35.7,35.7,36.0,35.8,35.8,35.8,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.8,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
150.02,70.96,18.99,36.7,35.8,35.7,35.7,36.0,35.9,35.9,35.8,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.8,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
165.02,70.92,18.99,36.7,35.8,35.7,35.7,36.1,35.9,35.9,35.8,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.8,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
180.02,70.91,19.11,36.7,35.9,35.8,35.8,36.1,35.9,35.9,35.9,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.9,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
195.02,70.9,19.11,36.7,35.9,35.8,35.8,36.1,35.9,35.9,35.9,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.9,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
210.02,70.9,19.11,36.7,35.9,35.8,35.8,36.1,35.9,35.9,35.9,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.9,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
225.02,70.92,19.11,36.7,36.0,35.8,35.8,36.1,35.9,35.9,35.9,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,35.9,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
240.02,70.96,19.11,36.7,36.0,35.8,35.8,36.1,35.9,35.9,36.0,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
255.02,71.05,19.11,36.7,36.0,35.8,35.8,36.1,36.0,36.0,36.0,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
270.02,71.14,18.99,36.7,36.0,35.9,35.9,36.2,36.0,36.0,36.0,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
285.02,71.2,18.99,36.7,36.0,35.9,35.9,36.2,36.0,36.0,36.0,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
300.02,71.28,18.87,36.7,36.1,35.9,35.9,36.2,36.0,36.0,36.0,0.0,0.0,0.0,0.947368421052632,0.0,0.9523809523809524,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
315.02,71.34,18.75,36.7,36.1,35.9,35.9,36.2,36.0,36.0,36.0,0.0,0.0,0.0,0.9210526315789472,0.0,0.928571428571428,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
330.02,71.35,18.63,36.7,36.1,35.9,35.9,36.2,36.0,36.0,36.0,0.0,0.0,0.0,0.8947368421052636,0.0,0.9047619047619048,36.0,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
345.02,71.3,18.63,36.7,36.1,35.9,35.9,36.2,36.0,36.0,36.1,0.0,0.0,0.0,0.8947368421052636,0.0,0.9047619047619048,36.1,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
360.02,71.27,18.52,36.7,36.1,35.9,35.9,36.2,36.0,36.0,36.1,0.0,0.0,0.0,0.8947368421052636,0.0,0.9047619047619048,36.1,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
375.02,71.22,18.52,36.7,36.1,35.9,35.9,36.2,36.0,36.0,36.1,0.0,0.0,0.0,0.8947368421052636,0.0,0.9047619047619048,36.1,absent,absent,normal,normal,wound,normal,normal,normal,open,TRUE
