Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,92.0,15.0,36.6,35.3,34.8,34.9,34.9,35.2,35.2,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
15.02,93.2,14.93,36.6,35.3,34.8,34.9,34.9,35.2,35.2,34.4,20.0,0.004,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
30.02,93.57,14.93,36.6,35.3,34.8,34.9,34.9,35.2,35.2,34.4,30.0,0.006,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
45.02,93.86,14.85,36.6,35.3,34.8,34.9,34.9,35.2,35.2,34.4,50.0,0.01,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
60.02,94.7,14.85,36.6,35.3,34.8,34.8,34.8,35.2,35.2,34.4,60.0,0.012,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
75.02,95.05,14.85,36.6,35.3,34.8,34.8,34.8,35.2,35.2,34.4,80.0,0.016,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
90.02,95.43,14.85,36.6,35.3,34.8,34.8,34.8,35.2,35.2,34.4,100.0,0.02,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
105.02,95.7,14.93,36.6,35.3,34.8,34.8,34.8,35.2,35.2,34.4,110.0,0.022,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
120.02,96.04,14.93,36.6,35.3,34.8,34.8,34.8,35.1,35.1,34.4,130.0,0.026,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
135.02,96.43,14.93,36.6,35.3,34.8,34.8,34.8,35.1,35.1,34.4,140.0,0.028,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
150.02,96.81,15.0,36.6,35.3,34.8,34.8,34.8,35.1,35.1,34.4,160.0,0.032,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
165.02,97.71,15.0,36.6,35.3,34.8,34.8,34.8,35.1,35.1,34.4,170.0,0.034,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
180.02,97.94,15.08,36.6,35.3,34.8,34.8,34.8,35.1,35.1,34.4,190.0,0.038,0.0,0.9782608695652174,0.0,1.0,absent,absent,wound,normal,normal,normal,normal,normal,open
