Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,57.65,16.22,37.0,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0.0,0.0,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
15.02,57.88,16.22,37.0,35.0,34.8,34.8,34.8,34.9,34.9,34.4,0.0,0.0,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
30.02,58.01,16.22,37.0,35.0,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
45.02,58.02,16.13,37.0,35.0,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
60.02,58.02,16.22,37.0,35.0,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
75.02,58.04,16.22,36.9,35.1,34.8,34.8,34.8,35.0,35.0,34.4,10.0,0.002,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
90.02,58.05,16.22,36.9,35.1,34.8,34.8,34.8,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
105.02,58.07,16.22,36.9,35.1,34.8,34.9,34.9,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
120.02,58.11,16.22,36.9,35.1,34.9,34.9,34.9,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
135.02,58.12,16.22,36.9,35.1,34.9,34.9,34.9,35.0,35.0,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
150.02,58.15,16.22,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
165.02,58.16,16.22,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,20.0,0.004,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
180.02,58.17,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
195.02,58.19,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
210.02,58.21,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
225.02,58.21,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
240.02,58.23,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,30.0,0.006,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
255.02,58.22,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
270.02,58.24,16.22,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
285.02,58.24,16.3,36.9,35.2,34.9,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
300.02,58.27,16.3,36.9,35.2,34.9,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
315.02,58.29,16.22,36.9,35.2,35.0,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
330.02,58.31,16.22,36.9,35.2,35.0,35.0,35.0,35.1,35.1,34.4,40.0,0.008,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
345.02,58.31,16.22,36.9,35.2,35.0,35.0,35.0,35.1,35.1,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
360.02,58.33,16.22,36.9,35.2,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
375.02,58.33,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
390.02,58.36,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
405.02,58.39,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
420.02,58.41,16.3,36.9,35.3,35.0,35.0,35.0,35.2,35.2,34.4,50.0,0.01,0.0,0.9821428571428568,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal,open
