Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,65.83,16.76,36.9,34.9,34.5,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
15.02,66.67,16.67,36.9,34.9,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
30.02,66.89,16.67,36.9,34.9,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
45.02,66.83,16.67,36.9,34.9,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
60.02,66.78,16.57,36.9,34.9,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
75.02,66.73,16.57,36.9,34.9,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
90.02,66.69,16.57,36.9,35.0,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
105.02,66.67,16.57,36.9,35.0,34.6,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
120.02,66.65,16.57,36.9,35.0,34.6,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
135.02,66.39,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
150.02,66.39,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
165.02,66.38,16.57,36.9,35.0,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0.0,0.955555556,0.020408163,0.959183673,absent,present|absent,normal,normal,normal,normal,normal,normal,open
