Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,77.55,15.71,36.9,35,34.7,34.7,34.7,35,35,34.4,0,0,0,0.909090909,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
15.02,77.68,15.79,36.8,35.1,34.7,34.7,34.7,35,35,34.4,0,0,0,0.909090909,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
30.02,77.65,15.79,36.8,35.1,34.7,34.7,34.7,35,35,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
45.02,77.55,15.79,36.8,35.1,34.7,34.8,34.8,35,35,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
60.02,77.46,15.79,36.8,35.1,34.7,34.8,34.8,35.1,35.1,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
75.02,77.39,15.79,36.8,35.1,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
90.02,77.33,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
105.02,77.29,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
120.02,77.26,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
135.02,77.23,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
150.02,77.18,15.79,36.8,35.2,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
165.02,77.15,15.79,36.8,35.2,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
180.02,77.13,15.79,36.8,35.2,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
195.02,77.1,15.79,36.8,35.3,34.8,34.9,34.9,35.2,35.2,34.4,0,0,0,0.931818182,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
210.02,77.07,15.79,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
225.02,77.04,15.79,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
240.02,77.03,15.79,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.9375,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
255.02,77.04,15.79,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
270.02,77.09,15.87,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
285.02,77.12,15.87,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
300.02,77.14,15.87,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
315.02,77.17,15.87,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
330.02,77.19,15.87,36.8,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
345.02,77.23,15.87,36.7,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
360.02,77.25,15.96,36.7,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
375.02,77.27,15.96,36.7,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
390.02,77.3,15.96,36.7,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
405.02,77.34,15.96,36.7,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
420.02,76.47,15.96,36.7,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
435.02,76.46,15.96,36.7,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.954545455,0,0.958333333,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
