Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,67.68,17.86,36.9,34.9,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0,0.980392157,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
15.02,68.33,17.96,36.9,35,34.8,34.8,34.8,35,35,34.4,10,0.002,0,0.980392157,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
30.02,68.2,17.96,36.9,35,34.8,34.8,34.8,35,35,34.4,20,0.004,0,0.980392157,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
45.02,68.2,17.96,36.9,35,34.8,34.8,34.8,35,35,34.4,30,0.006,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
60.02,68.2,17.96,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,40,0.008,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
75.02,68.54,17.96,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,50,0.01,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
90.02,68.57,17.96,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,60,0.012,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
105.02,68.66,17.96,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,70,0.014,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
120.02,68.72,17.96,36.9,35.2,34.9,35,35,35.1,35.1,34.4,70,0.014,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
135.02,68.79,17.96,36.9,35.2,35,35,35,35.2,35.2,34.4,80,0.016,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
150.02,68.85,17.96,36.9,35.2,35,35,35,35.2,35.2,34.4,90,0.018,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
165.02,68.93,17.96,36.9,35.3,35,35,35,35.2,35.2,34.4,100,0.02,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
180.02,68.98,17.96,36.9,35.3,35,35,35,35.2,35.2,34.4,110,0.022,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
195.02,69.06,17.96,36.9,35.3,35,35,35,35.2,35.2,34.4,120,0.024,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
210.02,69.1,17.96,36.9,35.3,35,35.1,35.1,35.2,35.2,34.4,120,0.024,0,1,0,0.982758621,absent,absent,normal,normal,normal,wound,normal,abnormal,open
225.02,69.2,17.96,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,130,0.026,0,1,0,0.982758621,absent,absent,normal,normal,normal,wound,normal,abnormal,open
240.02,69.23,17.96,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,140,0.028,0,1,0,1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
255.02,69.33,18.07,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,150,0.03,0,1,0,1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
270.02,69.38,18.07,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,160,0.032,0,1,0,1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
285.02,69.48,17.96,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,160,0.032,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
300.02,69.52,17.96,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,170,0.034,0,1,0,0.965517241,absent,absent,normal,normal,normal,wound,normal,abnormal,open
315.02,69.59,17.96,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,180,0.036,0,1,0,1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
330.02,69.62,18.07,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,190,0.038,0,1,0,1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
345.02,69.73,18.07,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,190,0.038,0,1,0,1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
360.02,69.8,18.07,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,200,0.04,0,1,0,1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
