Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,73.77,15.54,36.9,34.9,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
15.02,74.18,15.54,36.9,34.9,34.7,34.7,34.7,35,35,34.4,10,0.002,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
30.02,74.26,15.54,36.9,35,34.8,34.8,34.8,35,35,34.4,30,0.006,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
45.02,74.34,15.54,36.9,35,34.8,34.8,34.8,35,35,34.4,40,0.008,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
60.02,74.45,15.46,36.9,35.1,34.8,34.9,34.9,35.1,35.1,34.4,50,0.01,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
75.02,74.53,15.46,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,50,0.01,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
90.02,74.64,15.46,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,60,0.012,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
105.02,74.73,15.46,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,70,0.014,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
120.02,74.84,15.46,36.9,35.2,34.9,35,35,35.2,35.2,34.4,80,0.016,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
135.02,74.92,15.46,36.9,35.2,35,35,35,35.2,35.2,34.4,90,0.018,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
150.02,74.81,15.46,36.9,35.3,35,35,35,35.2,35.2,34.4,100,0.02,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
165.02,75.37,15.46,36.9,35.3,35,35,35,35.2,35.2,34.4,100,0.02,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
180.02,75.43,15.46,36.9,35.3,35,35,35,35.2,35.2,34.4,110,0.022,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
195.02,75.51,15.46,36.9,35.3,35,35,35,35.3,35.3,34.4,120,0.024,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
210.02,75.6,15.46,36.9,35.3,35,35.1,35.1,35.3,35.3,34.4,130,0.026,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
225.02,75.7,15.46,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,140,0.028,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
240.02,75.79,15.46,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,150,0.03,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
255.02,75.84,15.46,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,150,0.03,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
270.02,75.91,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,160,0.032,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
285.02,75.99,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,170,0.034,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
300.02,76.09,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,180,0.036,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
315.02,76.2,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,190,0.038,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
330.02,76.29,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,190,0.038,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
345.02,76.39,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,200,0.04,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
360.02,76.48,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,210,0.042,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
375.02,76.54,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,220,0.044,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
390.02,76.62,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,220,0.044,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
405.02,76.69,15.54,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,230,0.046,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
420.02,76.77,15.54,36.9,35.5,35.1,35.1,35.1,35.3,35.3,34.4,240,0.048,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
435.02,76.85,15.54,36.9,35.5,35.1,35.1,35.1,35.3,35.3,34.4,250,0.05,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
450.02,76.66,15.54,36.9,35.5,35.1,35.1,35.1,35.3,35.3,34.4,250,0.05,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
465.02,77.1,15.54,36.9,35.5,35.1,35.1,35.1,35.3,35.3,34.4,260,0.052,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
480.02,77.41,15.63,36.9,35.5,35.1,35.1,35.1,35.3,35.3,34.4,270,0.054,0,0.980392157,0,1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
