Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,78.39,16.95,36.9,34.9,34.7,34.8,34.8,35,35,34.4,0,0,0,1,0,1,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
15.02,78.57,16.95,36.9,35,34.8,34.8,34.8,35,35,34.4,0,0,0,1,0,1,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
30.02,78.57,16.95,36.9,35,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
45.02,78.49,16.95,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
60.02,78.39,16.95,36.9,35.1,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
75.02,78.35,16.95,36.9,35.2,35,35,35,35.2,35.2,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
90.02,78.33,16.95,36.9,35.2,35,35,35,35.2,35.2,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
105.02,78.29,16.95,36.9,35.3,35,35.1,35.1,35.3,35.3,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
120.02,78.24,16.85,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
135.02,78.19,16.85,36.9,35.3,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
150.02,78.17,16.85,36.9,35.4,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
165.02,78.16,16.85,36.9,35.4,35.1,35.2,35.2,35.4,35.4,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
180.02,78.12,16.85,36.9,35.4,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
195.02,78.07,16.85,36.9,35.5,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
210.02,78.06,16.85,36.9,35.5,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
225.02,78.06,16.85,36.9,35.5,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
240.02,78.05,16.85,36.9,35.5,35.2,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
255.02,78,16.85,36.9,35.5,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
270.02,77.99,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
285.02,77.99,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
300.02,77.99,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
315.02,77.98,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
330.02,77.94,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
345.02,77.93,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
360.02,77.93,16.85,36.9,35.6,35.3,35.3,35.3,35.5,35.5,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
375.02,77.94,16.85,36.9,35.6,35.3,35.4,35.4,35.6,35.6,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
390.02,77.9,16.85,36.9,35.6,35.3,35.4,35.4,35.6,35.6,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
405.02,77.88,16.85,36.9,35.7,35.3,35.4,35.4,35.6,35.6,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
420.02,77.88,16.95,36.9,35.7,35.4,35.4,35.4,35.6,35.6,34.4,0,0,0,1,0,0.981818182,absent,present|absent,normal,normal,normal,normal,abnormal,normal,open
