Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,73.53,15.79,36.4,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0,0.891304348,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
15.02,79.19,15.96,36.4,33.8,33.2,33.2,33.2,33.6,33.6,34.4,0,0,0,0.913043478,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
30.02,79.29,16.04,36.4,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0,0.913043478,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
45.02,79.38,16.13,36.4,33.8,33.2,33.3,33.3,33.6,33.6,34.4,0,0,0,0.913043478,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
60.02,79.43,16.04,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0,0.913043478,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
75.02,79.45,16.04,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0,0.913043478,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
90.02,79.43,15.96,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0,0.891304348,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
105.02,79.4,15.96,36.4,33.8,33.2,33.3,33.3,33.7,33.7,34.4,0,0,0,0.891304348,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
120.02,79.36,15.87,36.4,33.8,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0,0.891304348,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
135.02,79.3,15.79,36.4,33.8,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0,0.869565217,0,0.901960784,absent,absent,normal,normal,normal,normal,normal,abnormal,open
