Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,69.5,13.27,36.9,34.8,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0,0.983606557,0,0.970149254,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
15.02,69.88,13.33,36.9,34.9,34.6,34.6,34.6,34.8,34.8,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
30.02,69.92,13.33,36.9,34.9,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
45.02,69.88,13.33,36.9,34.9,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
60.02,69.79,13.33,36.9,35,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
75.02,69.73,13.33,36.9,35,34.7,34.7,34.7,35,35,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
90.02,69.41,13.33,36.9,35,34.7,34.7,34.7,35,35,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
105.02,69.37,13.33,36.9,35.1,34.8,34.8,34.8,35,35,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
120.02,69.39,13.33,36.9,35.1,34.8,34.8,34.8,35,35,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
135.02,69.3,13.33,36.9,35.1,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
150.02,69.27,13.33,36.9,35.1,34.8,34.8,34.8,35.1,35.1,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
165.02,69.31,13.33,36.9,35.2,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
180.02,69.25,13.33,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
195.02,69.2,13.33,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
210.02,69.24,13.33,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
225.02,69.2,13.33,36.9,35.2,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
240.02,69.14,13.33,36.9,35.2,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
255.02,69.2,13.33,36.9,35.3,34.9,34.9,34.9,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
270.02,69.12,13.33,36.9,35.3,34.9,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
285.02,69.12,13.39,36.9,35.3,34.9,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
300.02,69.17,13.39,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
315.02,69.1,13.39,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
330.02,69.12,13.39,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
345.02,69.15,13.39,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
360.02,69.07,13.39,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
375.02,69.1,13.39,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
390.02,69.12,13.39,36.9,35.4,35,35,35,35.2,35.2,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
405.02,69.05,13.39,36.9,35.4,35,35,35,35.3,35.3,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
420.02,69.08,13.39,36.9,35.4,35,35,35,35.3,35.3,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
435.02,69.09,13.39,36.9,35.4,35,35,35,35.3,35.3,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
450.02,69.02,13.45,36.9,35.4,35,35,35,35.3,35.3,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
465.02,69.07,13.45,36.9,35.4,35,35,35,35.3,35.3,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
480.02,69.07,13.45,36.9,35.4,35,35,35,35.3,35.3,34.4,0,0,0,0.983606557,0,0.985074627,absent,absent,normal,normal,normal,normal,abnormal,absent,closed
