Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,69.84,19.35,36.5,33.7,33,33.1,33.1,33.5,33.5,34.4,0,0,0,0.409090909,0,0.393939394,absent,present,normal,normal,normal,normal,absent,absent,nt
15.02,80.88,19.61,36.5,33.7,33,33.1,33.1,33.5,33.5,34.4,0,0,0,0.409090909,0.161616162,0.393939394,absent,present,normal,normal,normal,normal,absent,absent,nt
30.02,88.96,19.87,36.5,33.7,33,33.1,33.1,33.5,33.5,34.4,0,0,0,0.409090909,0.292929293,0.404040404,absent,present,normal,normal,normal,normal,absent,absent,nt
45.02,91.65,20,36.5,33.7,33,33,33,33.4,33.4,34.4,0,0,0,0.454545455,0.363636364,0.444444444,absent,present,normal,normal,normal,normal,absent,absent,nt
60.02,91.44,20.69,36.5,33.6,33,33,33,33.4,33.4,34.4,0,0,0,0.522727273,0.404040404,0.515151515,absent,present,normal,normal,normal,normal,absent,absent,nt
75.02,90.38,21.9,36.5,33.6,32.9,33,33,33.4,33.4,34.4,0,0,0,0.579545455,0.454545455,0.565656566,absent,present,normal,normal,normal,normal,absent,absent,nt
90.02,89.91,23.44,36.5,33.6,32.9,32.9,32.9,33.3,33.3,34.4,0,0,0,0.659090909,0.515151515,0.646464646,absent,present,normal,normal,normal,normal,absent,absent,nt
105.02,90.82,25,36.5,33.6,32.9,32.9,32.9,33.3,33.3,34.4,0,0,0,0.715909091,0.585858586,0.707070707,absent,present,normal,normal,normal,normal,absent,absent,nt
120.02,93.23,26.32,36.5,33.5,32.8,32.9,32.9,33.2,33.2,34.4,0,0,0,0.761363636,0.636363636,0.747474747,absent,present,normal,normal,normal,normal,absent,absent,nt
135.02,94.83,27.27,36.5,33.5,32.8,32.8,32.8,33.2,33.2,34.4,0,0,0,0.795454545,0.696969697,0.777777778,absent,present,normal,normal,normal,normal,absent,absent,nt
