Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,62.1,17.44,37,35.3,35.1,35.1,35.1,35.3,35.3,34.4,0,0,0,1,0,1,34.4,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
15.02,62.25,22.39,37,37,50.8,73.1,48.7,39.2,39.2,70.5,0,0,0,0.982758621,0,0.969230769,70.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
30.02,62.49,22.22,37,38.3,46.9,49.1,47.8,40.9,40.9,41,0,0,0,0.982758621,0,0.969230769,41,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
45.02,62.85,22.06,37,38.8,41.5,41.8,41.8,40.9,40.9,40.2,0,0,0,0.965517241,0,0.953846154,40.2,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
60.02,63.17,21.74,37,39,40.3,40.4,40.3,40.6,40.6,39.9,0,0,0,0.948275862,0,0.938461538,39.9,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
75.02,63.17,21.43,37,39.1,39.8,39.9,39.8,40.2,40.2,39.7,0,0,0,0.931034483,0,0.938461538,39.7,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
90.02,63.15,21.28,37,39.2,39.5,39.7,39.5,39.8,39.8,39.5,0,0,0,0.931034483,0,0.907692308,39.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
105.02,63.08,20.98,37,39.2,39.3,39.5,39.3,39.5,39.5,39.3,0,0,0,0.913793103,0,0.907692308,39.3,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
120.02,63,20.83,37.1,39.2,39.1,39.3,39.1,39.3,39.3,39.2,0,0,0,0.913793103,0,0.907692308,39.2,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
135.02,62.95,20.69,37.1,39.1,39,39.1,39,39.1,39.1,39.1,0,0,0,0.913793103,0,0.907692308,39.1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
150.02,62.91,20.69,37.1,39,38.9,39,38.9,38.9,38.9,39,0,0,0,0.913793103,0,0.892307692,39,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
165.02,62.88,20.69,37.1,39,38.8,38.9,38.8,38.8,38.8,38.9,0,0,0,0.913793103,0,0.892307692,38.9,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
180.02,62.86,20.69,37.1,38.9,38.7,38.8,38.7,38.7,38.7,38.8,0,0,0,0.913793103,0,0.892307692,38.8,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
195.02,62.84,20.69,37.1,38.8,38.6,38.7,38.6,38.6,38.6,38.7,0,0,0,0.913793103,0,0.892307692,38.7,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
210.02,62.83,20.69,37.1,38.7,38.5,38.7,38.5,38.5,38.5,38.6,0,0,0,0.913793103,0,0.892307692,38.6,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
225.02,62.82,20.69,37.1,38.7,38.4,38.6,38.4,38.4,38.4,38.5,0,0,0,0.913793103,0,0.892307692,38.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
240.02,62.83,20.69,37.1,38.6,38.4,38.5,38.4,38.4,38.4,38.5,0,0,0,0.913793103,0,0.892307692,38.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
