Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,56.68,14.02,36.8,34.4,34.0,34.0,34.0,34.3,34.3,34.4,0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
15.02,57.27,13.95,36.8,34.4,34.0,34.0,34.0,34.3,34.3,34.4,20,0.004,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
30.02,57.44,13.95,36.8,34.4,34.0,34.0,34.0,34.3,34.3,34.4,30,0.006,0.0,1.0,0.0,1.0,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
45.02,57.5,13.89,36.8,34.4,34.0,34.0,34.0,34.3,34.3,34.4,30,0.006,0.0,1.0,0.0,0.981481481,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
60.02,57.61,13.89,36.8,34.4,34.0,34.0,34.0,34.3,34.3,34.4,40,0.008,0.0,1.0,0.0,0.981481481,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
75.02,57.68,13.89,36.8,34.5,34.0,34.0,34.0,34.3,34.3,34.4,50,0.01,0.0,1.0,0.0,0.981481481,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
90.02,57.88,13.82,36.8,34.5,34.0,34.0,34.0,34.3,34.3,34.4,50,0.01,0.0,1.0,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
105.02,58.06,13.82,36.8,34.5,34.0,34.0,34.0,34.3,34.3,34.4,60,0.012,0.0,1.0,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
120.02,58.15,13.82,36.8,34.5,34.0,34.0,34.0,34.3,34.3,34.4,70,0.014,0.0,1.0,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
135.02,58.31,13.82,36.8,34.5,34.0,34.0,34.0,34.3,34.3,34.4,80,0.016,0.0,1.0,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
150.02,58.48,13.76,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,80,0.016,0.0,1.0,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
165.02,58.66,13.76,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,90,0.018,0.0,0.958333333,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
180.02,58.76,13.64,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,100,0.02,0.0,0.958333333,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
195.02,59.02,13.57,36.7,34.5,34.0,34.0,34.0,34.3,34.3,34.4,100,0.02,0.0,0.958333333,0.0,0.962962963,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
