Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,77.25,15.71,36.6,34.8,34.2,34.3,34.3,34.7,34.7,34.4,0,0,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
15.02,77.87,15.63,36.6,34.8,34.2,34.3,34.3,34.7,34.7,34.4,20,0.004,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
30.02,78.08,15.63,36.6,34.8,34.2,34.3,34.3,34.7,34.7,34.4,30,0.006,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
45.02,78.29,15.63,36.6,34.8,34.2,34.3,34.3,34.7,34.7,34.4,40,0.008,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
60.02,78.47,15.63,36.6,34.8,34.2,34.3,34.3,34.7,34.7,34.4,50,0.01,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
75.02,78.63,15.63,36.6,34.8,34.2,34.3,34.3,34.7,34.7,34.4,70,0.014,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
90.02,78.8,15.63,36.6,34.8,34.2,34.3,34.3,34.7,34.7,34.4,80,0.016,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
105.02,78.71,15.63,36.6,34.8,34.2,34.2,34.2,34.7,34.7,34.4,90,0.018,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
120.02,79.49,15.63,36.6,34.8,34.2,34.2,34.2,34.6,34.6,34.4,100,0.02,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
135.02,79.64,15.71,36.6,34.8,34.2,34.2,34.2,34.6,34.6,34.4,110,0.022,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
150.02,79.83,15.71,36.6,34.8,34.2,34.2,34.2,34.6,34.6,34.4,120,0.024,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
165.02,80.02,15.79,36.5,34.8,34.2,34.2,34.2,34.6,34.6,34.4,130,0.026,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
180.02,80.22,15.79,36.5,34.8,34.2,34.2,34.2,34.6,34.6,34.4,140,0.028,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
195.02,80.41,15.79,36.5,34.8,34.2,34.2,34.2,34.6,34.6,34.4,150,0.03,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
210.02,80.6,15.87,36.5,34.8,34.1,34.2,34.2,34.6,34.6,34.4,160,0.032,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
225.02,80.79,15.87,36.5,34.8,34.1,34.2,34.2,34.6,34.6,34.4,170,0.034,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
240.02,80.99,15.87,36.5,34.8,34.1,34.2,34.2,34.6,34.6,34.4,180,0.036,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
255.02,81.13,15.96,36.5,34.8,34.1,34.2,34.2,34.6,34.6,34.4,190,0.038,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
270.02,81.71,15.96,36.5,34.8,34.1,34.1,34.1,34.5,34.5,34.4,200,0.04,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
285.02,81.99,15.96,36.5,34.7,34.1,34.1,34.1,34.5,34.5,34.4,210,0.042,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
300.02,82.26,15.96,36.5,34.7,34.1,34.1,34.1,34.5,34.5,34.4,220,0.044,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
315.02,82.57,15.96,36.5,34.7,34.1,34.1,34.1,34.5,34.5,34.4,230,0.046,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
330.02,82.88,15.96,36.5,34.7,34.1,34.1,34.1,34.5,34.5,34.4,240,0.048,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
345.02,83.22,15.87,36.5,34.7,34,34.1,34.1,34.5,34.5,34.4,240,0.048,0,1,0,1,absent,absent,normal,normal,wound,normal,normal,normal,open
360.02,83.59,15.79,36.5,34.7,34,34.1,34.1,34.5,34.5,34.4,250,0.05,0,0.95,0,0.977272727,absent,absent,normal,normal,wound,normal,normal,normal,open
