Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,78.11,15.87,36.7,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0,0,0.0,1.0,0.0,1.0,34.4,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
15.02,79.95,23.62,36.8,37.3,62.0,59.1,90.3,40.3,91.1,83.0,0,0,0.0,0.953488372,0.0,0.957446809,83.0,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
30.02,80.32,23.26,36.9,40.2,60.9,59.5,64.9,45.8,84.4,53.5,0,0,0.0,0.930232558,0.0,0.957446809,53.5,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
45.02,79.77,22.73,37.1,42.0,55.2,55.7,55.6,47.6,70.7,51.1,0,0,0.0,0.906976744,0.0,0.914893617,51.1,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
60.02,80.17,22.22,37.2,43.0,51.5,51.9,51.7,47.8,60.8,49.2,0,0,0.0,0.88372093,0.0,0.914893617,49.2,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
75.02,80.3,21.74,37.3,43.5,48.9,49.1,49.0,47.7,53.9,47.5,0,0,0.0,0.860465116,0.0,0.872340426,47.5,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
90.02,80.3,21.28,37.4,43.7,46.8,47.0,47.1,47.0,49.2,46.2,0,0,0.0,0.837209302,0.0,0.872340426,46.2,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
105.02,80.26,20.98,37.5,43.7,45.4,45.5,45.7,46.0,46.3,45.1,0,0,0.0,0.813953488,0.0,0.829787234,45.1,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
120.02,80.17,20.69,37.6,43.6,44.4,44.4,44.8,45.0,44.5,44.3,0,0,0.0,0.813953488,0.0,0.829787234,44.3,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
135.02,80.07,20.55,37.7,43.5,43.7,43.7,44.2,44.1,43.5,43.7,0,0,0.0,0.813953488,0.0,0.829787234,43.7,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
150.02,79.95,20.41,37.8,43.2,43.2,43.2,43.7,43.4,42.9,43.2,0,0,0.0,0.790697674,0.0,0.808510638,43.2,absent,absent,normal,normal,wound,wound,normal,normal|abnormal,open
