Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,74.8,17.14,36.9,35.5,35.2,35.2,35.2,35.4,35.4,34.4,0,0,0,1,0,1,34.4,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
15.02,74.56,21.9,36.9,36.5,46.1,61.9,44.5,37.8,37.8,68.1,0,0,0,0.962962963,0,0.983050847,68.1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
30.02,74.91,21.9,36.9,37.4,44,46.1,44.3,39.2,39.2,39.5,0,0,0,0.962962963,0,0.983050847,39.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
45.02,75.2,21.74,36.9,37.7,39.8,40.1,40.1,39.2,39.2,38.7,0,0,0,0.962962963,0,0.983050847,38.7,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
60.02,75.67,21.43,36.9,37.9,38.8,38.9,38.8,39,39,38.5,0,0,0,0.962962963,0,0.949152542,38.5,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
75.02,75.72,21.28,37,38,38.4,38.5,38.4,38.7,38.7,38.3,0,0,0,0.925925926,0,0.949152542,38.3,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
90.02,75.76,20.98,37,38,38.2,38.3,38.2,38.4,38.4,38.2,0,0,0,0.925925926,0,0.949152542,38.2,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
105.02,75.76,20.83,37,38,38,38.1,38,38.2,38.2,38.1,0,0,0,0.925925926,0,0.93220339,38.1,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
120.02,75.75,20.69,37,38,37.9,38,37.9,38,38,38,0,0,0,0.925925926,0,0.915254237,38,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
135.02,75.73,20.55,37,37.9,37.7,37.9,37.7,37.9,37.9,37.9,0,0,0,0.888888889,0,0.915254237,37.9,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
150.02,75.71,20.41,37,37.9,37.6,37.8,37.7,37.7,37.7,37.8,0,0,0,0.888888889,0,0.915254237,37.8,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
165.02,75.69,20.27,37,37.8,37.6,37.7,37.6,37.6,37.6,37.7,0,0,0,0.888888889,0,0.915254237,37.7,absent,absent,normal,normal,wound,normal,normal,normal|abnormal,open
