Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,70.15,14.63,36.6,34.3,33.6,33.7,33.7,34.2,34.2,34.4,0.0,0.0,0.0,1.0,0.0,1.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
15.02,71.05,14.63,36.6,34.3,33.6,33.7,33.7,34.2,34.2,34.4,20.0,0.004,0.0,1.0,0.0,0.9807692307692308,absent,absent,normal,normal,normal,wound,normal,abnormal,open
30.02,71.4,14.56,36.6,34.3,33.6,33.7,33.7,34.1,34.1,34.4,40.0,0.008,0.0,1.0,0.0,0.9807692307692308,absent,absent,normal,normal,normal,wound,normal,abnormal,open
45.02,72.1,14.49,36.6,34.3,33.6,33.7,33.7,34.1,34.1,34.4,50.0,0.01,0.0,1.0,0.0,0.9615384615384616,absent,absent,normal,normal,normal,wound,normal,abnormal,open
60.02,72.57,14.42,36.6,34.3,33.6,33.7,33.7,34.1,34.1,34.4,60.0,0.012,0.0,1.0,0.0,0.9615384615384616,absent,absent,normal,normal,normal,wound,normal,abnormal,open
75.02,72.96,14.35,36.6,34.3,33.6,33.6,33.6,34.1,34.1,34.4,80.0,0.016,0.0,0.9777777777777776,0.0,0.9615384615384616,absent,absent,normal,normal,normal,wound,normal,abnormal,open
90.02,73.72,14.22,36.6,34.3,33.6,33.6,33.6,34.1,34.1,34.4,90.0,0.018,0.0,0.9555555555555556,0.0,0.9615384615384616,absent,absent,normal,normal,normal,wound,normal,abnormal,open
105.02,74.08,14.08,36.6,34.3,33.6,33.6,33.6,34.1,34.1,34.4,100.0,0.02,0.0,0.9555555555555556,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
120.02,74.45,14.02,36.6,34.3,33.6,33.6,33.6,34.1,34.1,34.4,120.0,0.024,0.0,0.9555555555555556,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
135.02,74.7,13.95,36.5,34.3,33.6,33.6,33.6,34.1,34.1,34.4,130.0,0.026,0.0,0.9333333333333332,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
150.02,75.01,13.89,36.5,34.3,33.6,33.6,33.6,34.1,34.1,34.4,140.0,0.028,0.0,0.9333333333333332,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
165.02,75.62,13.89,36.5,34.3,33.5,33.6,33.6,34.1,34.1,34.4,160.0,0.032,0.0,0.9333333333333332,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
180.02,75.86,13.95,36.5,34.3,33.5,33.6,33.6,34.1,34.1,34.4,170.0,0.034,0.0,0.9333333333333332,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
195.02,76.17,14.02,36.5,34.3,33.5,33.6,33.6,34.0,34.0,34.4,180.0,0.036,0.0,0.9333333333333332,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
210.02,76.59,14.02,36.5,34.3,33.5,33.5,33.5,34.0,34.0,34.4,190.0,0.038,0.0,0.9333333333333332,0.0,0.923076923076923,absent,absent,normal,normal,normal,wound,normal,abnormal,open
225.02,76.95,14.02,36.5,34.2,33.5,33.5,33.5,34.0,34.0,34.4,200.0,0.04,0.0,0.9333333333333332,0.0,0.9038461538461536,absent,absent,normal,normal,normal,wound,normal,abnormal,open
240.02,77.7,14.02,36.5,34.2,33.5,33.5,33.5,34.0,34.0,34.4,220.0,0.044,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
255.02,77.96,14.02,36.5,34.2,33.5,33.5,33.5,34.0,34.0,34.4,230.0,0.046,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
270.02,78.29,14.08,36.5,34.2,33.4,33.5,33.5,34.0,34.0,34.4,240.0,0.048,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
285.02,78.54,14.15,36.4,34.2,33.4,33.5,33.5,33.9,33.9,34.4,250.0,0.05,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
300.02,78.86,14.22,36.4,34.2,33.4,33.4,33.4,33.9,33.9,34.4,260.0,0.052,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
315.02,79.52,14.29,36.4,34.2,33.4,33.4,33.4,33.9,33.9,34.4,270.0,0.054,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
330.02,79.87,14.35,36.4,34.1,33.4,33.4,33.4,33.9,33.9,34.4,290.0,0.058,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
345.02,80.32,14.42,36.4,34.1,33.4,33.4,33.4,33.9,33.9,34.4,300.0,0.06,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
360.02,80.66,14.42,36.4,34.1,33.3,33.4,33.4,33.8,33.8,34.4,310.0,0.062,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
375.02,81.1,14.42,36.4,34.1,33.3,33.4,33.4,33.8,33.8,34.4,320.0,0.064,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
390.02,81.92,14.49,36.4,34.1,33.3,33.3,33.3,33.8,33.8,34.4,330.0,0.066,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
405.02,82.16,14.49,36.4,34.1,33.3,33.3,33.3,33.8,33.8,34.4,340.0,0.068,0.0,0.911111111111111,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
420.02,82.54,14.49,36.4,34.0,33.3,33.3,33.3,33.8,33.8,34.4,350.0,0.07,0.0,0.8888888888888887,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
435.02,82.82,14.56,36.4,34.0,33.2,33.3,33.3,33.7,33.7,34.4,360.0,0.072,0.0,0.8888888888888887,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
450.02,83.15,14.56,36.4,34.0,33.2,33.3,33.3,33.7,33.7,34.4,370.0,0.074,0.0,0.8888888888888887,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
465.02,83.42,14.63,36.4,34.0,33.2,33.2,33.2,33.7,33.7,34.4,380.0,0.076,0.0,0.8888888888888887,0.0,0.8846153846153845,absent,absent,normal,normal,normal,wound,normal,abnormal,open
