Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,55.83,15.71,36.7,34.2,33.6,33.7,33.7,34,34,34.4,0,0,0,0.47826087,0,0.471698113,absent,present,normal,normal,normal,normal,absent,absent,open
15.02,60,15.79,36.7,34.2,33.6,33.7,33.7,34,34,34.4,0,0,0,0.467391304,0.047169811,0.471698113,absent,present,normal,normal,normal,normal,absent,absent,open
30.02,68.24,15.54,36.7,34.2,33.6,33.6,33.6,34,34,34.4,0,0,0,0.456521739,0.20754717,0.462264151,absent,present,normal,normal,normal,normal,absent,absent,open
45.02,72.01,15.15,36.7,34.2,33.6,33.6,33.6,34,34,34.4,0,0,0,0.456521739,0.29245283,0.462264151,absent,present,normal,normal,normal,normal,absent,absent,open
60.02,73.64,15.15,36.7,34.1,33.6,33.6,33.6,33.9,33.9,34.4,0,0,0,0.47826087,0.330188679,0.481132075,absent,present,normal,normal,normal,normal,absent,absent,open
75.02,73.86,15.63,36.7,34.1,33.5,33.5,33.5,33.9,33.9,34.4,0,0,0,0.5,0.367924528,0.5,absent,present,normal,normal,normal,normal,absent,absent,open
90.02,74.12,16.3,36.7,34.1,33.5,33.5,33.5,33.8,33.8,34.4,0,0,0,0.52173913,0.396226415,0.528301887,absent,present,normal,normal,normal,normal,absent,absent,open
105.02,74.49,17.05,36.7,34.1,33.4,33.4,33.4,33.8,33.8,34.4,0,0,0,0.565217391,0.433962264,0.575471698,absent,present,normal,normal,normal,normal,absent,absent,open
120.02,75.01,17.75,36.7,34,33.4,33.4,33.4,33.7,33.7,34.4,0,0,0,0.597826087,0.471698113,0.594339623,absent,present,normal,normal,normal,normal,absent,absent,open
135.02,69,18.63,36.7,34,33.3,33.4,33.4,33.7,33.7,34.4,0,0,0,0.630434783,0.490566038,0.632075472,absent,present,normal,normal,normal,normal,absent,absent,open
150.02,69.59,19.23,36.7,33.9,33.3,33.3,33.3,33.7,33.7,34.4,0,0,0,0.652173913,0.518867925,0.660377358,absent,present,normal,normal,normal,normal,absent,absent,open
165.02,70.51,19.74,36.7,33.9,33.3,33.3,33.3,33.6,33.6,34.4,0,0,0,0.673913043,0.556603774,0.679245283,absent,present,normal,normal,normal,normal,absent,absent,open
180.02,71.39,20.27,36.7,33.9,33.2,33.3,33.3,33.6,33.6,34.4,10,0.002,0,0.695652174,0.613207547,0.698113208,absent,present,normal,normal,normal,normal,absent,absent,open
195.02,72.32,20.83,36.7,33.9,33.2,33.2,33.2,33.6,33.6,34.4,10,0.002,0,0.717391304,0.632075472,0.716981132,absent,present,normal,normal,normal,normal,absent,absent,open
210.02,72.91,21.28,36.7,33.8,33.2,33.2,33.2,33.5,33.5,34.4,10,0.002,0.010869565,0.75,0.650943396,0.745283019,absent,present,normal,normal,normal,normal,absent,absent,open
225.02,73.88,21.9,36.7,33.8,33.1,33.2,33.2,33.5,33.5,34.4,10,0.002,0.010869565,0.77173913,0.669811321,0.764150943,absent,present,normal,normal,normal,normal,absent,absent,open
240.02,74.78,22.56,36.7,33.8,33.1,33.1,33.1,33.5,33.5,34.4,10,0.002,0.010869565,0.793478261,0.70754717,0.79245283,absent,present,normal,normal,normal,normal,absent,absent,open
255.02,77.02,23.08,36.7,33.7,33.1,33.1,33.1,33.4,33.4,34.4,10,0.002,0.010869565,0.815217391,0.735849057,0.811320755,absent,present,normal,normal,normal,normal,absent,absent,open
270.02,79.17,23.81,36.7,33.7,33.1,33.1,33.1,33.4,33.4,34.4,10,0.002,0.010869565,0.847826087,0.783018868,0.839622642,absent,present,normal,normal,normal,normal,absent,absent,open
285.02,82.16,24.59,36.7,33.7,33,33.1,33.1,33.4,33.4,34.4,10,0.002,0.010869565,0.880434783,0.811320755,0.867924528,absent,present,normal,normal,normal,normal,absent,absent,open
300.02,86.54,25.42,36.7,33.6,33,33,33,33.4,33.4,34.4,10,0.002,0.010869565,0.902173913,0.839622642,0.896226415,absent,present,normal,normal,normal,normal,absent,absent,open
