Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,77.81,16.22,36.8,35.1,34.7,34.7,34.7,35.0,35.0,34.4,0.0,0.0,0.0,1.0,0.0,1.0,34.4,absent,absent,normal,normal,wound,normal,normal,normal,open
15.02,78.11,21.13,36.9,36.4,51.1,78.6,48.5,38.3,38.3,70.7,0.0,0.0,0.0,0.9523809523809528,0.0,0.9782608695652178,70.7,absent,absent,normal,normal,wound,normal,normal,normal,open
30.02,78.55,21.13,36.9,37.6,48.1,51.8,48.3,40.2,40.2,40.8,0.0,0.0,0.0,0.9523809523809528,0.0,0.9565217391304356,40.8,absent,absent,normal,normal,wound,normal,normal,normal,open
45.02,78.83,20.83,36.9,38.1,42.0,42.5,42.5,40.3,40.3,39.8,0.0,0.0,0.0,0.9523809523809528,0.0,0.9347826086956526,39.8,absent,absent,normal,normal,wound,normal,normal,normal,open
60.02,78.93,20.55,36.9,38.4,40.1,40.4,40.3,40.2,40.2,39.5,0.0,0.0,0.0,0.9285714285714288,0.0,0.9347826086956526,39.5,absent,absent,normal,normal,wound,normal,normal,normal,open
75.02,79.05,20.27,36.9,38.5,39.4,39.7,39.5,39.8,39.8,39.2,0.0,0.0,0.0,0.9047619047619052,0.0,0.9130434782608694,39.2,absent,absent,normal,normal,wound,normal,normal,normal,open
90.02,78.96,20.13,37.0,38.5,39.1,39.5,39.2,39.4,39.4,39.0,0.0,0.0,0.0,0.9047619047619052,0.0,0.8913043478260873,39.0,absent,absent,normal,normal,wound,normal,normal,normal,open
105.02,79.23,19.87,37.0,38.6,38.9,39.3,38.9,39.1,39.1,38.9,0.0,0.0,0.0,0.9047619047619052,0.0,0.8913043478260873,38.9,absent,absent,normal,normal,wound,normal,normal,normal,open
120.02,79.15,19.87,37.0,38.6,38.8,39.1,38.8,38.9,38.9,38.8,0.0,0.0,0.0,0.8809523809523813,0.0,0.8913043478260873,38.8,absent,absent,normal,normal,wound,normal,normal,normal,open
135.02,79.08,19.74,37.0,38.6,38.7,39.0,38.7,38.7,38.7,38.7,0.0,0.0,0.0,0.8809523809523813,0.0,0.8695652173913051,38.7,absent,absent,normal,normal,wound,normal,normal,normal,open
150.02,79.01,19.74,37.0,38.5,38.6,38.9,38.6,38.6,38.6,38.6,0.0,0.0,0.0,0.8809523809523813,0.0,0.8695652173913051,38.6,absent,absent,normal,normal,wound,normal,normal,normal,open
165.02,78.94,19.74,37.0,38.5,38.5,38.8,38.5,38.5,38.5,38.5,0.0,0.0,0.0,0.8809523809523813,0.0,0.8695652173913051,38.5,absent,absent,normal,normal,wound,normal,normal,normal,open
180.02,78.81,19.74,37.1,38.5,38.4,38.8,38.4,38.4,38.4,38.5,0.0,0.0,0.0,0.8809523809523813,0.0,0.8695652173913051,38.5,absent,absent,normal,normal,wound,normal,normal,normal,open
195.02,78.53,19.74,37.1,38.4,38.4,38.7,38.4,38.3,38.3,38.4,0.0,0.0,0.0,0.8809523809523813,0.0,0.8913043478260873,38.4,absent,absent,normal,normal,wound,normal,normal,normal,open
210.02,78.49,19.74,37.1,38.4,38.3,38.7,38.3,38.2,38.2,38.4,0.0,0.0,0.0,0.8809523809523813,0.0,0.8913043478260873,38.4,absent,absent,normal,normal,wound,normal,normal,normal,open
