Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,BurnTemperature(degC),severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,83.46,14.63,36.8,35.3,35.0,35.0,35.0,35.3,35.3,34.4,0.0,0.0,0.0,1.0,0.0,1.0,34.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
15.02,83.96,20.98,36.9,35.7,41.1,40.0,40.0,36.3,75.0,72.6,0.0,0.0,0.0,0.9599999999999992,0.0,0.9636363636363636,72.6,absent,absent,normal,normal,normal,wound,normal,abnormal,open
30.02,84.57,20.83,36.9,36.9,43.0,42.8,42.8,38.6,67.7,43.5,0.0,0.0,0.0,0.9599999999999992,0.0,0.945454545454545,43.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
45.02,84.97,20.41,37.0,37.8,43.0,42.8,42.8,40.0,55.4,42.3,0.0,0.0,0.0,0.9399999999999996,0.0,0.945454545454545,42.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
60.02,85.11,19.87,37.0,38.5,42.3,42.4,42.4,40.5,48.5,41.5,0.0,0.0,0.0,0.92,0.0,0.9090909090909094,41.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
75.02,85.15,19.48,37.1,38.8,41.3,41.4,41.4,40.5,44.5,40.8,0.0,0.0,0.0,0.8999999999999995,0.0,0.9090909090909094,40.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
90.02,85.13,19.23,37.1,39.0,40.5,40.5,40.5,40.4,42.2,40.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8909090909090909,40.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
105.02,85.07,18.87,37.1,39.0,39.8,39.8,39.8,40.0,40.9,39.8,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,39.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
120.02,84.95,18.75,37.2,39.0,39.3,39.3,39.3,39.6,40.1,39.4,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,39.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
135.02,84.85,18.63,37.2,39.0,38.9,38.9,38.9,39.2,39.7,39.2,0.0,0.0,0.0,0.8599999999999995,0.0,0.8727272727272722,39.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
150.02,84.77,18.52,37.2,38.9,38.6,38.6,38.6,38.9,39.4,38.9,0.0,0.0,0.0,0.8599999999999995,0.0,0.8545454545454544,38.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
165.02,84.66,18.52,37.2,38.8,38.4,38.4,38.4,38.6,39.2,38.7,0.0,0.0,0.0,0.8599999999999995,0.0,0.8545454545454544,38.7,absent,absent,normal,normal,normal,wound,normal,abnormal,open
180.02,84.61,18.52,37.3,38.7,38.2,38.2,38.2,38.4,39.1,38.6,0.0,0.0,0.0,0.8599999999999995,0.0,0.8545454545454544,38.6,absent,absent,normal,normal,normal,wound,normal,abnormal,open
195.02,84.54,18.52,37.3,38.5,38.0,38.0,38.0,38.2,38.9,38.4,0.0,0.0,0.0,0.8599999999999995,0.0,0.8727272727272722,38.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
210.02,84.49,18.63,37.3,38.4,37.9,37.9,37.9,38.1,38.8,38.3,0.0,0.0,0.0,0.8599999999999995,0.0,0.8727272727272722,38.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
225.02,84.48,18.63,37.3,38.3,37.8,37.8,37.8,37.9,38.7,38.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,38.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
240.02,84.46,18.75,37.3,38.2,37.7,37.7,37.7,37.8,38.6,38.1,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,38.1,absent,absent,normal,normal,normal,wound,normal,abnormal,open
255.02,84.44,18.75,37.3,38.1,37.6,37.6,37.6,37.7,38.6,38.0,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,38.0,absent,absent,normal,normal,normal,wound,normal,abnormal,open
270.02,84.46,18.75,37.4,38.0,37.5,37.5,37.5,37.6,38.5,37.9,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.9,absent,absent,normal,normal,normal,wound,normal,abnormal,open
285.02,84.44,18.75,37.4,37.9,37.5,37.5,37.5,37.6,38.4,37.8,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
300.02,84.43,18.87,37.4,37.8,37.4,37.4,37.4,37.5,38.4,37.8,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.8,absent,absent,normal,normal,normal,wound,normal,abnormal,open
315.02,84.45,18.87,37.4,37.7,37.4,37.4,37.4,37.4,38.4,37.7,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.7,absent,absent,normal,normal,normal,wound,normal,abnormal,open
330.02,84.46,18.87,37.4,37.6,37.3,37.3,37.3,37.4,38.3,37.6,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.6,absent,absent,normal,normal,normal,wound,normal,abnormal,open
345.02,84.44,18.87,37.4,37.6,37.3,37.3,37.3,37.3,38.3,37.6,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.6,absent,absent,normal,normal,normal,wound,normal,abnormal,open
360.02,84.44,18.87,37.4,37.5,37.2,37.2,37.2,37.3,38.3,37.5,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
375.02,84.45,18.87,37.5,37.5,37.2,37.2,37.2,37.3,38.2,37.5,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
390.02,84.44,18.87,37.5,37.4,37.2,37.2,37.2,37.2,38.2,37.5,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.5,absent,absent,normal,normal,normal,wound,normal,abnormal,open
405.02,84.41,18.87,37.5,37.4,37.1,37.1,37.1,37.2,38.2,37.4,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
420.02,84.41,18.87,37.5,37.3,37.1,37.1,37.1,37.2,38.2,37.4,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
435.02,84.42,18.87,37.5,37.3,37.1,37.1,37.1,37.2,38.2,37.4,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
450.02,84.39,18.87,37.5,37.3,37.1,37.1,37.1,37.1,38.1,37.4,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.4,absent,absent,normal,normal,normal,wound,normal,abnormal,open
465.02,84.38,18.87,37.5,37.2,37.1,37.1,37.1,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
480.02,84.39,18.87,37.5,37.2,37.1,37.1,37.1,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
495.02,84.38,18.87,37.6,37.2,37.0,37.0,37.0,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
510.02,84.35,18.87,37.6,37.2,37.0,37.0,37.0,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
525.02,84.35,18.87,37.6,37.2,37.0,37.0,37.0,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
540.02,84.35,18.87,37.6,37.1,37.0,37.0,37.0,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
555.02,84.32,18.87,37.6,37.1,37.0,37.0,37.0,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
570.02,84.31,18.87,37.6,37.1,37.0,37.0,37.0,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
585.02,84.31,18.87,37.6,37.1,37.0,37.0,37.0,37.1,38.1,37.3,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.3,absent,absent,normal,normal,normal,wound,normal,abnormal,open
600.02,84.31,18.87,37.6,37.1,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
615.02,84.27,18.87,37.6,37.1,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
630.02,84.28,18.87,37.6,37.1,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
645.02,84.28,18.87,37.7,37.1,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
660.02,84.25,18.87,37.7,37.1,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
675.02,84.23,18.87,37.7,37.1,37.0,37.0,37.0,37.1,38.0,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
690.02,84.23,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.0,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
705.02,84.22,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.0,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
720.02,84.2,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.0,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
735.02,84.2,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.0,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
750.02,84.2,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.0,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
765.02,84.18,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.0,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
780.02,84.15,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
795.02,84.16,18.87,37.7,37.0,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
810.02,84.15,18.87,37.8,37.0,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
825.02,84.12,18.87,37.8,37.0,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
840.02,84.11,18.87,37.8,37.0,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
855.02,84.11,18.87,37.8,37.0,37.0,37.0,37.0,37.1,38.1,37.2,0.0,0.0,0.0,0.879999999999999,0.0,0.8727272727272722,37.2,absent,absent,normal,normal,normal,wound,normal,abnormal,open
