Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,65.32,15.71,36.9,35,34.7,34.7,34.7,34.9,34.9,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
15.02,65.34,15.71,36.9,35,34.8,34.8,34.8,35,35,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
30.02,65.31,15.71,36.9,35,34.8,34.8,34.8,35,35,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
45.02,65.22,15.71,36.9,35.1,34.8,34.8,34.8,35,35,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
60.02,65.15,15.71,36.9,35.1,34.8,34.8,34.8,35,35,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
75.02,64.83,15.71,36.9,35.1,34.8,34.8,34.8,35,35,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
90.02,64.79,15.71,36.9,35.1,34.8,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
105.02,64.74,15.71,36.9,35.1,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
120.02,64.71,15.71,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
135.02,64.68,15.71,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
150.02,64.66,15.63,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
165.02,64.63,15.63,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
180.02,64.61,15.63,36.9,35.2,34.9,34.9,34.9,35.1,35.1,34.4,0,0,0,1,0,0.98245614,absent,absent,normal,normal,normal,normal,normal,absent,closed
195.02,64.59,15.63,36.9,35.2,34.9,35,35,35.2,35.2,34.4,0,0,0,1,0,0.98245614,absent,absent,normal,normal,normal,normal,normal,absent,closed
210.02,64.57,15.63,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,1,0,0.98245614,absent,absent,normal,normal,normal,normal,normal,absent,closed
225.02,64.54,15.63,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,1,0,0.98245614,absent,absent,normal,normal,normal,normal,normal,absent,closed
240.02,64.51,15.63,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,1,0,0.98245614,absent,absent,normal,normal,normal,normal,normal,absent,closed
255.02,64.48,15.63,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
270.02,64.46,15.63,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
285.02,64.45,15.63,36.9,35.3,35,35,35,35.2,35.2,34.4,0,0,0,1,0,1,absent,absent,normal,normal,normal,normal,normal,absent,closed
