Time,HeartRate,RespirationRate,CoreTemperature,SkinTemperatureTorso,SkinTemperatureHead,SkinTemperatureLeftArm,SkinTemperatureRightArm,SkinTemperatureLeftLeg,SkinTemperatureRightLeg,BurnSkinTemperature,BloodVolumeLost,BloodPoolSize,LeftLungDisplacementMin,LeftLungDisplacementMax,RightLungDisplacementMin,RightLungDisplacementMax,severe_hemorrhage,respiratory_distress,trauma_head,trauma_torso,trauma_upper_ext,trauma_lower_ext,alertness_verbal,alertness_motor,alertness_ocular
0.02,71.55,12.99,36.8,35.1,34.6,34.7,34.7,35,35,34.4,0,0,0,0.553398058,0,0.553571429,absent,present,normal,normal,normal,normal,absent,absent,open
15.02,74.73,12.99,36.8,35.1,34.6,34.7,34.7,35,35,34.4,0,0,0.009708738,0.54368932,0,0.544642857,absent,present,normal,normal,normal,normal,absent,absent,open
30.02,82.18,12.99,36.8,35.1,34.6,34.7,34.7,35,35,34.4,0,0,0.145631068,0.553398058,0,0.544642857,absent,present,normal,normal,normal,normal,absent,absent,open
45.02,86.7,12.88,36.8,35.1,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.262135922,0.54368932,0,0.535714286,absent,present,normal,normal,normal,normal,absent,absent,open
60.02,88.97,12.77,36.8,35.1,34.6,34.6,34.6,34.9,34.9,34.4,0,0,0.32038835,0.54368932,0,0.535714286,absent,present,normal,normal,normal,normal,absent,absent,open
75.02,90.26,12.77,36.8,35,34.6,34.6,34.6,34.9,34.9,34.4,10,0.002,0.368932039,0.553398058,0,0.544642857,absent,present,normal,normal,normal,normal,absent,absent,open
90.02,91.23,12.99,36.8,35,34.5,34.6,34.6,34.8,34.8,34.4,10,0.002,0.40776699,0.572815534,0,0.5625,absent,present,normal,normal,normal,normal,absent,absent,open
105.02,92.74,13.27,36.8,35,34.5,34.5,34.5,34.8,34.8,34.4,10,0.002,0.45631068,0.582524272,0,0.571428571,absent,present,normal,normal,normal,normal,absent,absent,open
120.02,93.46,13.7,36.8,35,34.5,34.5,34.5,34.8,34.8,34.4,10,0.002,0.495145631,0.601941748,0,0.598214286,absent,present,normal,normal,normal,normal,absent,absent,open
135.02,95.12,14.35,36.8,35,34.4,34.5,34.5,34.7,34.7,34.4,10,0.002,0.514563107,0.621359223,0,0.625,absent,present,normal,normal,normal,normal,absent,absent,open
